,id,scheduled_ts,pickup_ts,dropoff_ts,requested_ts,special_assistance,organization_id,ride_type,status,estimated_miles,fare,discount,route_id
41667,775146,2022-06-09 13:45:00,2022-06-09 13:19:03,2022-06-09 14:03:26,2022-03-01 18:28:12,False,2,Arrive By,Completed,6.4,10.0,1.5,165294
66790,824358,2022-06-09 18:00:00,2022-06-09 18:06:21,2022-06-09 19:35:22,2022-04-22 16:46:55,True,2,Ready By,Completed,13.1,13.84,1.8,165295
62782,820600,2022-06-09 18:00:00,2022-06-09 18:12:18,2022-06-09 19:00:24,2022-04-15 18:23:27,False,2,Ready By,Completed,10.0,10.0,1.5,165296
41664,797233,2022-06-09 19:30:00,2022-06-09 20:17:38,2022-06-09 21:26:48,2022-03-20 13:52:01,False,2,Ready By,Completed,2.8,8.23,1.23,165298
41970,815476,2022-06-09 19:30:00,2022-06-09 20:11:00,2022-06-09 21:18:51,2022-04-06 15:15:59,False,2,Ready By,Completed,2.6,8.23,1.23,165299
66516,775181,2022-06-09 19:30:00,2022-06-09 19:36:01,2022-06-09 20:19:49,2022-03-01 18:28:13,False,2,Ready By,Completed,6.4,10.0,1.5,165300
41660,815670,2022-06-09 12:00:00,2022-06-09 11:01:26,2022-06-09 12:22:48,2022-04-06 17:57:10,False,2,Arrive By,Completed,11.4,11.76,1.76,165374
41969,801822,2022-06-09 13:45:00,2022-06-09 13:11:57,2022-06-09 13:31:40,2022-03-28 12:14:00,False,2,Arrive By,Completed,2.8,8.23,1.23,165377
66056,815637,2022-06-10 12:00:00,2022-06-10 11:44:26,2022-06-10 12:15:36,2022-04-06 17:53:03,False,2,Arrive By,Completed,2.8,9.69,1.26,165499
41657,701923,2022-06-10 12:00:00,2022-06-10 11:05:54,2022-06-10 11:56:17,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,165500
66787,872869,2022-06-10 12:00:00,2022-06-10 10:49:13,2022-06-10 12:08:35,2022-06-09 12:31:32,True,2,Arrive By,Completed,27.6,34.0,0.0,165501
41654,705204,2022-06-10 12:00:00,2022-06-10 11:27:44,2022-06-10 12:20:49,2022-01-02 20:30:04,False,2,Arrive By,Completed,11.1,9.71,1.75,165502
65075,817006,2022-06-10 13:45:00,2022-06-10 12:55:59,2022-06-10 13:58:57,2022-04-08 19:57:00,False,2,Arrive By,Completed,6.5,8.25,1.49,165504
66054,768843,2022-06-10 13:45:00,2022-06-10 13:29:03,2022-06-10 14:11:14,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,165506
66050,704247,2022-06-10 13:45:00,2022-06-10 13:08:17,2022-06-10 14:02:07,2022-01-02 20:15:33,False,2,Arrive By,Completed,9.4,6.6,1.32,165507
41651,704892,2022-06-10 13:45:00,2022-06-10 13:28:38,2022-06-10 14:25:30,2022-01-02 20:22:20,False,2,Arrive By,Completed,4.8,5.44,1.09,165508
41648,701687,2022-06-10 18:00:00,2022-06-10 18:23:30,2022-06-10 18:48:17,2022-01-02 16:55:42,True,2,Ready By,Completed,6.7,6.6,1.32,165509
41644,872870,2022-06-10 18:00:00,2022-06-10 18:01:02,2022-06-10 19:30:08,2022-06-09 12:31:33,True,2,Ready By,Completed,22.2,34.0,0.0,165511
66513,701160,2022-06-10 18:00:00,2022-06-10 18:18:11,2022-06-10 18:37:14,2022-01-01 20:04:48,False,2,Ready By,Completed,7.1,6.6,1.32,165512
66047,874013,2022-06-10 19:30:00,2022-06-10 20:04:05,2022-06-10 20:46:29,2022-06-10 12:55:07,False,2,Ready By,Completed,15.6,17.99,2.34,165513
41641,768898,2022-06-10 19:30:00,2022-06-10 19:33:32,2022-06-10 20:07:28,2022-02-21 14:49:28,True,2,Ready By,Completed,7.0,8.25,1.49,165514
65072,704969,2022-06-10 19:30:00,2022-06-10 19:31:03,2022-06-10 20:22:48,2022-01-02 20:22:22,False,2,Ready By,Completed,4.8,5.44,1.09,165515
41630,862896,2022-06-13 07:00:00,2022-06-13 07:10:01,2022-06-13 08:37:53,2022-06-02 16:42:09,False,221,Ready By,Completed,28.3,16.5,2.97,165538
41561,863350,2022-06-15 10:00:00,2022-06-15 10:03:41,2022-06-15 10:51:07,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,165556
62779,864039,2022-06-15 18:00:00,2022-06-15 18:07:54,2022-06-15 19:10:01,2022-06-02 19:20:12,False,187,Ready By,Completed,37.7,15.53,3.11,165557
41550,863436,2022-06-15 19:00:00,2022-06-15 19:06:30,2022-06-15 19:53:30,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,165558
41535,863204,2022-06-16 03:00:00,2022-06-16 04:39:04,2022-06-16 05:23:24,2022-06-02 17:48:14,False,187,Ready By,Completed,37.1,19.41,3.49,165559
41525,863349,2022-06-14 10:00:00,2022-06-14 09:55:01,2022-06-14 10:49:20,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,165560
62765,864038,2022-06-14 18:00:00,2022-06-14 18:07:11,2022-06-14 20:01:05,2022-06-02 19:20:12,False,187,Ready By,Completed,37.7,15.53,3.11,165561
41524,864124,2022-06-15 03:00:00,2022-06-15 03:32:29,2022-06-15 04:14:09,2022-06-02 19:20:16,False,187,Ready By,Completed,37.1,15.53,3.11,165563
41513,864037,2022-06-13 18:00:00,2022-06-13 18:06:01,2022-06-13 19:54:00,2022-06-02 19:20:12,False,187,Ready By,Completed,37.7,15.53,3.11,165565
41499,864123,2022-06-14 03:00:00,2022-06-14 03:05:47,2022-06-14 04:05:49,2022-06-02 19:20:16,False,187,Ready By,Completed,37.1,15.53,3.11,165567
41461,863352,2022-06-17 10:00:00,2022-06-17 10:04:36,2022-06-17 10:50:48,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,165568
41438,864041,2022-06-17 18:00:00,2022-06-17 18:05:23,2022-06-17 18:54:24,2022-06-02 19:20:12,False,187,Ready By,Completed,37.7,15.53,3.11,165569
41408,863438,2022-06-17 19:00:00,2022-06-17 19:13:16,2022-06-17 19:56:43,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,165570
41348,864127,2022-06-18 03:00:00,2022-06-18 03:17:30,2022-06-18 03:58:14,2022-06-02 19:20:16,False,187,Ready By,Completed,37.1,15.53,3.11,165571
41331,863351,2022-06-16 10:00:00,2022-06-16 10:02:17,2022-06-16 10:45:10,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,165572
41316,864040,2022-06-16 18:00:00,2022-06-16 18:04:30,2022-06-16 19:12:03,2022-06-02 19:20:12,False,187,Ready By,Completed,37.7,15.53,3.11,165573
41308,863437,2022-06-16 19:00:00,2022-06-16 19:11:23,2022-06-16 20:00:06,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,165574
41288,864126,2022-06-17 03:00:00,2022-06-17 03:17:49,2022-06-17 04:02:48,2022-06-02 19:20:16,False,187,Ready By,Completed,37.1,15.53,3.11,165575
41212,788172,2022-06-13 17:08:00,2022-06-13 17:27:37,2022-06-13 17:58:50,2022-03-14 14:24:01,False,221,Ready By,Completed,13.3,7.76,1.55,165581
66045,868040,2022-06-13 18:30:00,2022-06-13 18:32:51,2022-06-13 18:42:38,2022-06-07 15:39:16,False,45,Ready By,Completed,3.4,0.0,0.0,165589
41034,862937,2022-06-12 19:26:00,2022-06-12 19:51:54,2022-06-12 20:59:15,2022-06-02 16:42:42,False,221,Ready By,Completed,28.8,16.5,2.97,165651
40987,867012,2022-06-15 16:10:00,2022-06-15 16:10:58,2022-06-15 17:39:01,2022-06-06 19:10:25,False,221,Ready By,Completed,28.4,20.0,3.0,165676
40972,862940,2022-06-15 19:26:00,2022-06-15 19:59:22,2022-06-15 21:11:56,2022-06-02 16:42:42,False,221,Ready By,Completed,28.8,16.5,2.97,165677
40943,862897,2022-06-14 06:00:00,2022-06-14 06:23:34,2022-06-14 13:01:34,2022-06-02 16:42:09,False,221,Ready By,Completed,28.3,16.5,2.97,165681
40892,867011,2022-06-14 16:10:00,2022-06-14 16:17:17,2022-06-14 17:37:24,2022-06-06 19:10:25,False,221,Ready By,Completed,28.4,20.0,3.0,165682
40861,862939,2022-06-14 19:26:00,2022-06-14 19:31:27,2022-06-14 20:57:52,2022-06-02 16:42:42,False,221,Ready By,Completed,28.8,16.5,2.97,165683
40847,788889,2022-06-14 05:45:00,2022-06-14 05:44:09,2022-06-14 06:09:26,2022-03-14 15:15:04,False,221,Ready By,Completed,13.5,7.76,1.55,165685
40777,867014,2022-06-17 16:10:00,2022-06-17 16:13:55,2022-06-17 17:42:02,2022-06-06 19:10:25,False,221,Ready By,Completed,28.4,20.0,3.0,165692
40750,867013,2022-06-16 16:10:00,2022-06-16 16:15:07,2022-06-16 17:34:42,2022-06-06 19:10:25,False,221,Ready By,Completed,28.4,20.0,3.0,165697
40707,862941,2022-06-16 19:26:00,2022-06-16 19:05:20,2022-06-16 20:42:44,2022-06-02 16:42:42,False,221,Ready By,Completed,28.8,16.5,2.97,165698
40682,788173,2022-06-14 17:08:00,2022-06-14 17:21:21,2022-06-14 17:52:39,2022-03-14 14:24:01,False,221,Ready By,Completed,13.3,7.76,1.55,165703
40627,862898,2022-06-15 06:00:00,2022-06-15 06:03:27,2022-06-15 12:22:18,2022-06-02 16:42:09,False,221,Ready By,Completed,28.3,16.5,2.97,165708
40577,788174,2022-06-15 17:08:00,2022-06-15 17:30:33,2022-06-15 18:01:31,2022-03-14 14:24:01,False,221,Ready By,Completed,13.3,7.76,1.55,165710
40561,788891,2022-06-16 05:45:00,2022-06-16 05:39:23,2022-06-16 05:40:50,2022-03-14 15:15:04,False,221,Ready By,Completed,13.5,7.76,1.55,165712
40507,862899,2022-06-16 06:00:00,2022-06-16 05:58:27,2022-06-16 07:19:54,2022-06-02 16:42:09,False,221,Ready By,Completed,28.3,16.5,2.97,165753
40476,788175,2022-06-16 17:08:00,2022-06-16 17:17:08,2022-06-16 17:48:09,2022-03-14 14:24:01,False,221,Ready By,Completed,13.3,7.76,1.55,165756
40358,862985,2022-06-18 00:50:00,2022-06-18 01:03:39,2022-06-18 01:52:13,2022-06-02 17:04:03,False,221,Ready By,Completed,25.2,20.0,3.0,165761
40321,866896,2022-06-10 04:30:00,2022-06-10 04:37:16,2022-06-10 05:29:05,2022-06-06 18:57:05,False,221,Ready By,Completed,29.2,20.0,3.0,165767
40280,788265,2022-06-10 04:30:00,2022-06-10 04:36:25,2022-06-10 05:00:09,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,165768
40205,863019,2022-06-10 11:30:00,2022-06-10 11:37:47,2022-06-10 12:25:12,2022-06-02 17:04:47,False,221,Ready By,Completed,26.8,20.0,3.0,165785
40147,705255,2022-06-10 19:30:00,2022-06-10 19:47:17,2022-06-10 20:49:46,2022-01-02 20:30:06,False,2,Ready By,Completed,11.1,9.71,1.75,165801
40127,784072,2022-06-10 20:00:00,2022-06-10 20:05:08,2022-06-10 20:50:38,2022-03-14 13:27:36,False,221,Ready By,Completed,15.6,10.09,2.02,165868
40113,866897,2022-06-11 04:30:00,2022-06-11 04:38:01,2022-06-11 05:30:47,2022-06-06 18:57:05,False,221,Ready By,Completed,29.2,20.0,3.0,165869
40059,788266,2022-06-11 04:30:00,2022-06-11 04:37:44,2022-06-11 05:01:11,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,165870
40019,863020,2022-06-11 12:30:00,2022-06-11 11:43:53,2022-06-11 12:31:31,2022-06-02 17:04:47,False,221,Ready By,Completed,26.8,20.0,3.0,165871
66946,796316,2022-06-13 12:00:00,2022-06-13 10:55:28,2022-06-13 12:01:10,2022-03-18 13:12:27,True,2,Arrive By,No Show,5.9,8.25,1.49,165921
39926,699825,2022-06-13 12:00:00,2022-06-13 12:09:09,2022-06-13 12:34:08,2022-01-01 19:50:41,False,2,Arrive By,Completed,2.8,5.44,1.09,165922
39922,705768,2022-06-13 13:45:00,2022-06-13 12:53:57,2022-06-13 13:50:17,2022-01-03 17:17:45,False,2,Arrive By,Completed,5.9,8.25,1.49,165924
65070,874192,2022-06-13 13:45:00,2022-06-13 13:44:34,2022-06-13 14:14:01,2022-06-10 17:57:25,False,2,Arrive By,Completed,9.2,17.0,0.0,165926
39917,817007,2022-06-13 13:45:00,2022-06-13 13:32:53,2022-06-13 18:52:22,2022-04-08 19:57:00,False,2,Arrive By,Completed,6.5,8.25,1.49,165927
39912,778376,2022-06-13 13:45:00,2022-06-13 13:07:11,2022-06-13 14:11:58,2022-03-07 16:15:16,False,2,Arrive By,Completed,7.8,8.25,1.49,165928
62758,796360,2022-06-13 18:00:00,2022-06-13 18:11:08,2022-06-13 18:27:56,2022-03-18 13:12:29,True,2,Ready By,Completed,5.9,8.25,1.49,165929
62752,820534,2022-06-13 18:00:00,2022-06-13 18:11:56,2022-06-13 19:25:51,2022-04-15 17:57:12,False,2,Ready By,Completed,7.0,8.25,1.49,165930
39909,817054,2022-06-13 18:00:00,2022-06-13 18:22:45,2022-06-13 19:41:23,2022-04-08 19:57:03,False,2,Ready By,Completed,6.5,8.25,1.49,165931
62745,758910,2022-06-13 19:30:00,2022-06-13 20:05:38,2022-06-13 20:36:28,2022-02-08 14:44:44,False,2,Ready By,Completed,4.3,9.69,1.26,165932
62741,874193,2022-06-13 19:30:00,2022-06-13 19:58:54,2022-06-13 20:24:59,2022-06-10 17:57:26,False,2,Ready By,Completed,10.0,17.0,0.0,165934
39896,778425,2022-06-13 19:30:00,2022-06-13 19:35:41,2022-06-13 21:12:09,2022-03-07 16:15:17,False,2,Ready By,Completed,7.8,8.25,1.49,165936
66945,875131,2022-06-13 21:30:00,2022-06-13 21:35:33,2022-06-13 21:46:16,2022-06-12 17:13:08,False,45,Ready By,Completed,2.3,0.0,0.0,166114
39893,824340,2022-06-14 12:00:00,2022-06-14 11:10:13,2022-06-14 12:08:37,2022-04-22 16:46:54,True,2,Arrive By,Completed,13.1,13.84,1.8,166262
39890,820580,2022-06-14 12:00:00,2022-06-14 10:37:03,2022-06-14 12:05:46,2022-04-15 18:23:26,False,2,Arrive By,Completed,10.0,10.0,1.5,166263
62740,701611,2022-06-14 12:00:00,2022-06-14 11:30:02,2022-06-14 12:19:03,2022-01-02 16:55:39,True,2,Arrive By,Completed,6.7,6.6,1.32,166264
39885,875379,2022-06-14 13:45:00,2022-06-14 13:36:50,2022-06-14 13:51:40,2022-06-13 13:08:18,False,2,Arrive By,Completed,3.6,14.0,0.0,166266
66509,705284,2022-06-14 13:45:00,2022-06-14 13:09:26,2022-06-14 13:57:22,2022-01-02 20:30:58,False,2,Arrive By,Completed,11.1,11.76,1.76,166268
62737,815454,2022-06-14 13:45:00,2022-06-14 12:53:51,2022-06-14 13:37:24,2022-04-06 15:15:57,False,2,Arrive By,Completed,2.6,8.23,1.23,166270
39883,827932,2022-06-14 13:45:00,2022-06-14 12:45:28,2022-06-14 14:00:53,2022-04-27 16:30:30,True,2,Arrive By,Completed,7.0,13.44,1.34,166271
39880,839257,2022-06-14 18:00:00,2022-06-14 18:17:44,2022-06-14 18:19:00,2022-05-10 16:51:29,False,2,Ready By,Completed,0.4,8.23,1.23,166274
62734,701688,2022-06-14 18:00:00,2022-06-14 18:05:06,2022-06-14 19:31:13,2022-01-02 16:55:42,True,2,Ready By,Completed,6.7,6.6,1.32,166275
39867,820601,2022-06-14 18:00:00,2022-06-14 18:05:38,2022-06-14 18:53:59,2022-04-15 18:23:27,False,2,Ready By,Completed,10.0,10.0,1.5,166276
66506,815477,2022-06-14 19:30:00,2022-06-14 19:40:00,2022-06-14 20:39:02,2022-04-06 15:15:59,False,2,Ready By,Completed,2.6,8.23,1.23,166277
62731,705310,2022-06-14 19:30:00,2022-06-14 19:31:37,2022-06-14 20:41:00,2022-01-02 20:30:59,False,2,Ready By,Completed,11.1,11.76,1.76,166278
39863,827941,2022-06-14 19:30:00,2022-06-14 20:15:37,2022-06-14 21:21:53,2022-04-27 16:30:35,True,2,Ready By,Completed,7.0,13.44,1.34,166279
39813,867045,2022-06-14 04:30:00,2022-06-14 04:37:34,2022-06-14 05:37:08,2022-06-06 19:10:27,False,221,Ready By,Completed,29.0,20.0,3.0,166293
39757,788267,2022-06-14 04:30:00,2022-06-14 04:39:16,2022-06-14 05:19:06,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,166295
39736,863021,2022-06-14 12:30:00,2022-06-14 11:39:20,2022-06-14 12:30:35,2022-06-02 17:04:47,False,221,Ready By,Completed,26.8,20.0,3.0,166297
62729,875078,2022-06-17 18:30:00,2022-06-17 18:38:41,2022-06-17 18:49:25,2022-06-11 17:52:11,False,45,Ready By,Completed,3.4,0.0,0.0,166327
65064,875134,2022-06-16 21:30:00,2022-06-16 21:36:36,2022-06-16 21:36:36,2022-06-12 17:13:08,False,45,Ready By,No Show,2.3,0.0,0.0,166330
66786,875133,2022-06-15 21:30:00,2022-06-15 21:35:47,2022-06-15 21:44:32,2022-06-12 17:13:08,False,45,Ready By,Completed,2.3,0.0,0.0,166334
39629,783691,2022-06-13 19:00:00,2022-06-13 19:06:31,2022-06-13 19:43:33,2022-03-14 13:25:51,False,221,Ready By,Completed,15.6,10.09,2.02,166342
39594,863022,2022-06-15 12:30:00,2022-06-15 12:05:58,2022-06-15 12:54:32,2022-06-02 17:04:47,False,221,Ready By,Completed,26.8,20.0,3.0,166598
39478,788586,2022-06-15 05:45:00,2022-06-15 05:36:22,2022-06-15 07:05:51,2022-03-14 15:10:07,False,221,Ready By,Completed,19.3,10.09,2.02,166601
38275,867046,2022-06-15 03:30:00,2022-06-15 03:36:37,2022-06-15 04:42:11,2022-06-06 19:10:27,False,221,Ready By,Completed,29.0,20.0,3.0,166779
38103,788268,2022-06-15 03:30:00,2022-06-15 03:37:15,2022-06-15 04:10:57,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,166780
66937,874680,2022-06-16 16:30:00,2022-06-16 16:30:57,2022-06-16 16:45:55,2022-06-11 04:00:02,True,37,Ready By,Completed,5.2,14.0,0.0,166893
65002,833018,2022-06-20 23:00:00,2022-06-20 23:10:29,2022-06-20 23:24:38,2022-04-29 19:52:44,True,37,Ready By,Completed,3.0,11.07,1.11,166922
38084,833026,2022-06-21 00:35:00,2022-06-21 00:37:46,2022-06-21 02:07:31,2022-04-29 19:52:45,True,37,Ready By,Completed,3.0,11.07,1.11,166923
38074,783693,2022-06-15 19:00:00,2022-06-15 19:08:22,2022-06-15 19:49:02,2022-03-14 13:25:51,False,221,Ready By,Completed,15.6,10.09,2.02,166945
38012,867047,2022-06-16 03:30:00,2022-06-16 03:41:04,2022-06-16 04:34:34,2022-06-06 19:10:27,False,221,Ready By,Completed,29.0,20.0,3.0,166946
37961,788269,2022-06-16 03:30:00,2022-06-16 03:37:02,2022-06-16 04:10:50,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,166948
37895,863023,2022-06-16 11:30:00,2022-06-16 11:44:07,2022-06-16 12:34:16,2022-06-02 17:04:47,False,221,Ready By,Completed,26.8,20.0,3.0,166949
37841,824341,2022-06-16 12:00:00,2022-06-16 11:26:26,2022-06-16 12:09:13,2022-04-22 16:46:54,True,2,Arrive By,Completed,13.1,13.84,1.8,166963
37838,701612,2022-06-16 12:00:00,2022-06-16 11:23:27,2022-06-16 12:16:16,2022-01-02 16:55:39,True,2,Arrive By,Completed,6.7,6.6,1.32,166964
37834,820581,2022-06-16 12:00:00,2022-06-16 10:55:29,2022-06-16 12:04:45,2022-04-15 18:23:26,False,2,Arrive By,Completed,10.0,10.0,1.5,166965
37830,815455,2022-06-16 13:45:00,2022-06-16 12:53:48,2022-06-16 13:33:23,2022-04-06 15:15:57,False,2,Arrive By,Completed,2.6,8.23,1.23,167008
66015,775148,2022-06-16 13:45:00,2022-06-16 13:31:15,2022-06-16 14:22:06,2022-03-01 18:28:12,False,2,Arrive By,Completed,6.4,10.0,1.5,167009
37824,801824,2022-06-16 13:45:00,2022-06-16 12:45:49,2022-06-16 13:50:32,2022-03-28 12:14:00,False,2,Arrive By,Completed,2.8,8.23,1.23,167010
37822,824360,2022-06-16 18:00:00,2022-06-16 18:02:05,2022-06-16 19:05:28,2022-04-22 16:46:55,True,2,Ready By,Completed,13.1,13.84,1.8,167011
66936,701689,2022-06-16 18:00:00,2022-06-16 18:16:45,2022-06-16 18:47:28,2022-01-02 16:55:42,True,2,Ready By,Completed,6.7,6.6,1.32,167012
64997,820602,2022-06-16 18:00:00,2022-06-16 18:06:43,2022-06-16 19:52:51,2022-04-15 18:23:27,False,2,Ready By,Completed,10.0,10.0,1.5,167013
62550,815478,2022-06-16 19:30:00,2022-06-16 19:54:54,2022-06-16 20:46:32,2022-04-06 15:15:59,False,2,Ready By,Completed,2.6,8.23,1.23,167014
37820,775183,2022-06-16 19:30:00,2022-06-16 19:32:45,2022-06-16 20:13:29,2022-03-01 18:28:13,False,2,Ready By,Completed,6.4,10.0,1.5,167015
36585,867048,2022-06-17 04:30:00,2022-06-17 04:34:20,2022-06-17 05:39:20,2022-06-06 19:10:27,False,221,Ready By,Completed,29.0,20.0,3.0,167289
36535,788270,2022-06-17 04:30:00,2022-06-17 04:39:58,2022-06-17 05:14:25,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,167290
36470,863024,2022-06-17 12:30:00,2022-06-17 12:38:44,2022-06-17 13:30:42,2022-06-02 17:04:47,False,221,Ready By,Completed,26.8,20.0,3.0,167301
62424,705206,2022-06-17 12:00:00,2022-06-17 11:18:22,2022-06-17 12:04:54,2022-01-02 20:30:04,False,2,Arrive By,Completed,11.1,9.71,1.75,167343
65981,704404,2022-06-17 12:00:00,2022-06-17 11:02:20,2022-06-17 12:08:37,2022-01-02 20:16:36,True,2,Arrive By,Completed,15.6,10.09,2.02,167344
62423,815638,2022-06-17 12:00:00,2022-06-17 11:54:50,2022-06-17 12:24:38,2022-04-06 17:53:03,False,2,Arrive By,Completed,2.8,9.69,1.26,167345
64962,701036,2022-06-17 12:00:00,2022-06-17 11:25:53,2022-06-17 12:35:46,2022-01-01 20:04:45,False,2,Arrive By,Completed,7.1,6.6,1.32,167346
36412,704250,2022-06-17 13:45:00,2022-06-17 12:53:23,2022-06-17 14:32:31,2022-01-02 20:15:33,False,2,Arrive By,Completed,9.4,6.6,1.32,167347
64957,874004,2022-06-17 13:45:00,2022-06-17 12:29:13,2022-06-17 14:01:53,2022-06-10 12:55:06,False,2,Arrive By,Completed,16.0,17.99,2.34,167348
36409,704895,2022-06-17 13:45:00,2022-06-17 13:23:06,2022-06-17 14:10:29,2022-01-02 20:22:20,False,2,Arrive By,Completed,4.8,5.44,1.09,167349
36406,768846,2022-06-17 13:45:00,2022-06-17 13:15:04,2022-06-17 13:47:09,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,167350
36402,701690,2022-06-17 18:00:00,2022-06-17 18:10:44,2022-06-17 18:53:47,2022-01-02 16:55:42,True,2,Ready By,Completed,6.7,6.6,1.32,167355
66457,701423,2022-06-17 18:00:00,2022-06-17 18:30:54,2022-06-17 19:06:40,2022-01-01 20:04:53,False,2,Ready By,Completed,7.1,6.6,1.32,167356
62416,874015,2022-06-17 19:30:00,2022-06-17 20:25:42,2022-06-17 21:28:06,2022-06-10 12:55:07,False,2,Ready By,Completed,15.6,17.99,2.34,167357
64953,768901,2022-06-17 19:30:00,2022-06-17 20:03:34,2022-06-17 20:03:46,2022-02-21 14:49:28,True,2,Ready By,Completed,7.0,8.25,1.49,167358
65979,734124,2022-06-17 19:30:00,2022-06-17 19:35:42,2022-06-17 20:15:57,2022-01-13 20:11:26,False,2,Ready By,Completed,9.4,6.6,1.32,167359
62412,704972,2022-06-17 19:30:00,2022-06-17 19:37:59,2022-06-17 20:21:32,2022-01-02 20:22:22,False,2,Ready By,Completed,4.8,5.44,1.09,167360
34736,862900,2022-06-17 06:00:00,2022-06-17 06:20:15,2022-06-17 07:53:45,2022-06-02 16:42:09,False,221,Ready By,Completed,28.3,16.5,2.97,167373
34556,880081,2022-06-22 18:00:00,2022-06-22 18:08:40,2022-06-22 18:55:38,2022-06-20 21:19:46,False,187,Ready By,Completed,37.4,15.53,3.11,167429
34543,863441,2022-06-22 19:00:00,2022-06-22 19:12:29,2022-06-22 19:56:53,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,167430
62296,880155,2022-06-23 03:00:00,2022-06-23 03:16:04,2022-06-23 03:54:45,2022-06-20 21:19:49,False,187,Ready By,Completed,37.1,15.53,3.11,167431
34537,863355,2022-06-22 10:00:00,2022-06-22 10:03:09,2022-06-22 10:44:37,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,167432
65931,863354,2022-06-21 10:00:00,2022-06-21 10:03:39,2022-06-21 10:44:08,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,167433
34526,880080,2022-06-21 18:00:00,2022-06-21 18:06:46,2022-06-21 19:55:41,2022-06-20 21:19:46,False,187,Ready By,Completed,37.4,15.53,3.11,167434
34511,863440,2022-06-21 19:00:00,2022-06-21 19:01:26,2022-06-21 19:54:50,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,167435
64905,880154,2022-06-22 03:00:00,2022-06-22 03:43:54,2022-06-22 04:19:30,2022-06-20 21:19:49,False,187,Ready By,Completed,37.1,15.53,3.11,167436
34499,863353,2022-06-20 10:00:00,2022-06-20 10:03:18,2022-06-20 10:48:03,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,167437
34494,864042,2022-06-20 18:00:00,2022-06-20 18:06:40,2022-06-20 18:53:06,2022-06-02 19:20:12,False,187,Ready By,Completed,37.7,15.53,3.11,167438
34484,863439,2022-06-20 19:00:00,2022-06-20 19:08:22,2022-06-20 19:59:35,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,167439
65927,864128,2022-06-21 03:00:00,2022-06-21 03:05:03,2022-06-21 03:49:10,2022-06-02 19:20:16,False,187,Ready By,Completed,37.1,15.53,3.11,167440
62285,863357,2022-06-24 10:00:00,2022-06-24 10:02:29,2022-06-24 10:43:43,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,167441
34470,881299,2022-06-24 18:00:00,2022-06-24 18:03:10,2022-06-24 18:58:22,2022-06-22 20:50:25,False,187,Ready By,Completed,37.4,15.53,3.11,167442
34460,863443,2022-06-24 19:00:00,2022-06-24 19:14:34,2022-06-24 19:59:30,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,167443
62275,881371,2022-06-25 03:00:00,2022-06-25 03:06:37,2022-06-25 03:49:10,2022-06-22 20:50:27,False,187,Ready By,Completed,37.1,15.53,3.11,167444
34455,863356,2022-06-23 10:00:00,2022-06-23 10:03:27,2022-06-23 10:43:44,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,167445
62264,881298,2022-06-23 18:00:00,2022-06-23 18:05:20,2022-06-23 18:55:52,2022-06-22 20:50:25,False,187,Ready By,Completed,37.4,15.53,3.11,167446
34441,863442,2022-06-23 19:00:00,2022-06-23 19:56:24,2022-06-23 19:57:27,2022-06-02 19:12:31,False,187,Ready By,Completed,37.1,15.53,3.11,167447
34434,881370,2022-06-24 03:00:00,2022-06-24 03:13:49,2022-06-24 03:53:09,2022-06-22 20:50:27,False,187,Ready By,Completed,37.1,15.53,3.11,167448
34416,863361,2022-06-30 10:00:00,2022-06-30 10:02:57,2022-06-30 10:48:26,2022-06-02 19:12:28,False,187,Ready By,Completed,37.7,15.53,3.11,167449
